"I1p","Points:0","Points:1","Points:2"
0.02347,27.387,-89.832,-57.313
0.02667,30.558,-90.065,-61.959
0.0483,55.724,-91.842,-117.34
0.060812,58.724,-92.384,-119.85
0.17017,69.3,-92.493,-122.66
0.14342,73.167,-98.025,-119.4
0.15768,73.443,-98.42,-123.72
0.17233,73.27,-97.155,-127.52
0.14457,73.834,-94.387,-123.25
0.17636,68.055,-98.64,-119.58
0.12728,67.956,-98.841,-123.71
0.099856,68.168,-97.914,-127.3
0.20541,68.483,-95.574,-123.23
0.18049,64.221,-93.011,-122.81
0.030726,63.209,-93.996,-127.04
0.02136,64.33,-97.443,-127.54
0.042924,62.325,-94.66,-123.59
0.033571,63.88,-98.065,-123.84
0.1136,62.379,-94.289,-119.52
0.026119,60.686,-97.013,-119.87
0.10324,62.082,-96.924,-117.08
0.081872,63.925,-97.959,-119.97
0.16917,69.301,-92.909,-130.73
0.11375,68.912,-93.457,-135.78
0.091053,69.03,-92.376,-140.32
0.10058,81.102,-93.408,-141.78
0.19868,76.422,-96.509,-141.4
0.11032,81.287,-93.997,-132.36
0.10824,81.369,-91.72,-136.6
0.099831,80.84,-94.734,-136.99
0.13525,76.935,-96.923,-132.28
0.1903,76.382,-97.221,-136.79
0.17377,72.685,-96.57,-131.63
0.13947,72.207,-96.995,-136.34
0.098532,72.283,-96.262,-140.87
0.062428,68.252,-97.412,-131.39
0.06952,71.72,-92.906,-146.21
0.053753,71.772,-95.845,-144.34
0.025426,71.396,-92.504,-149.8
0.038647,72.119,-92.048,-153.13
0.11068,81.771,-92.072,-149.03
0.079777,85.639,-96.584,-146.08
0.075186,85.986,-97.539,-149.72
0.081101,85.819,-96.589,-153.2
0.084086,86.244,-93.623,-149.55
0.15315,80.598,-97.459,-146.32
0.16615,80.554,-98.127,-149.79
0.16167,80.742,-97.442,-153.06
0.14587,80.97,-95.023,-149.59
0.21834,76.838,-92.775,-149.08
0.10115,75.813,-93.735,-152.96
0.06001,76.974,-97.067,-153.38
0.087817,75.063,-94.361,-149.91
0.078993,76.628,-97.531,-150.12
0.15193,75.419,-94.121,-146.57
0.045,74.111,-96.606,-147.28
0.032446,74.813,-98.998,-146.51
0.13483,75.421,-96.144,-144.81
0.14754,76.779,-97.153,-146.92
0.14356,81.872,-92.575,-156.32
0.16336,81.646,-93.081,-161.03
0.15047,81.9,-91.926,-165.39
0.053456,93.728,-92.854,-166.72
0.067578,89.31,-95.853,-166.31
0.06406,93.804,-93.6,-157.82
0.047544,93.909,-91.38,-161.92
0.05642,93.461,-94.461,-162.14
0.061249,89.535,-96.395,-157.59
0.062623,89.103,-96.693,-161.87
0.10801,85.306,-96.14,-157.05
0.14117,84.976,-96.544,-161.5
0.14079,85.212,-95.734,-165.89
0.13759,80.88,-97.051,-156.86
0.087436,80.892,-97.199,-161.37
0.048184,81.058,-96.404,-165.8
0.040535,77.371,-96.73,-157.13
0.076096,76.586,-93.347,-156.67
0.032428,80.644,-92.316,-170.94
0.023243,80.602,-95.642,-168.93
0.061229,84.464,-98.467,-171.21
0.10287,84.249,-95.484,-172.08
0.15414,84.848,-92.233,-171.15
0.13537,84.889,-95.23,-169.34
0.14967,84.672,-91.696,-174.67
0.065285,84.383,-95.408,-175.25
0.12308,85.411,-91.028,-177.8
0.051015,84.823,-95.08,-178.68
0.046093,94.307,-90.609,-173.47
0.043606,93.536,-96.366,-171.11
0.038546,93.74,-96.841,-174.56
0.045633,93.946,-93.133,-174.36
0.03786,93.79,-93.18,-178.31
0.041833,93.313,-95.597,-179.53
0.052129,93.468,-98.532,-179.18
0.040657,93.509,-96.366,-177.21
0.064833,89.98,-91.276,-173.61
0.077348,89.688,-92.041,-177.74
0.129,88.89,-95.383,-178.98
0.11263,89.017,-98.827,-178.84
0.084697,88.733,-93.201,-174.79
0.14246,88.034,-95.826,-175.53
0.14141,88.525,-98.722,-175.09
0.068878,90.655,-96.439,-175.1
0.080378,88.637,-93.224,-171.42
0.13358,87.536,-95.775,-172.3
0.1389,88.171,-98.202,-171.46
0.089439,88.553,-95.372,-169.72
0.070577,90.128,-96.195,-171.76
0.071315,89.248,-98.753,-182.53
0.11796,89.346,-94.82,-182.43
0.089652,90.011,-90.825,-181.38
0.068206,93.562,-98.625,-182.71
0.044055,93.6,-94.884,-182.65
0.035775,93.926,-91.301,-181.74
0.020927,97.875,-98.277,-182.67
0.11051,89.725,-90.353,-185.78
0.09711,89.481,-94.465,-186.15
0.035237,89.377,-98.561,-186.25
0.036017,93.843,-90.378,-185.9
0.05396,93.692,-94.395,-186.24
0.066632,93.632,-98.421,-186.33
0.028274,97.884,-98.158,-186.25
0.10672,89.645,-90.106,-189.83
0.058461,89.518,-94.269,-190
0.042546,93.796,-90.009,-189.92
0.061471,93.716,-94.144,-190.06
0.046315,93.668,-98.277,-190.11
0.025713,97.909,-93.906,-190.04
0.03088,97.893,-98.052,-190.06
0.035902,36.644,-77.375,-86.642
0.033681,35.501,-85.796,-75.91
0.13926,35.04,-77.139,-75.942
0.18397,37.722,-81.448,-76.327
0.046515,34.268,-81.46,-76.167
0.024439,31.175,-77.239,-79.156
0.02511,34.116,-77.333,-84.437
0.27531,32.856,-76.977,-62.965
0.18778,32.517,-81.312,-63.063
0.13855,33.016,-85.693,-62.89
0.3152,30.217,-76.979,-56.582
0.19383,30.154,-81.278,-56.611
0.11658,30.218,-85.609,-56.541
0.30318,30.86,-76.982,-58.652
0.18382,30.781,-81.302,-58.689
0.11404,30.906,-85.66,-58.605
0.22668,33.388,-85.683,-57.416
0.28839,36.388,-85.764,-52.442
0.30775,33.929,-85.693,-55.011
0.30899,32.979,-81.313,-57.675
0.30069,33.324,-76.992,-57.517
0.17804,36.334,-77.004,-52.519
0.1951,37.816,-81.399,-53.026
0.23006,35.598,-81.344,-52.613
0.34133,33.468,-81.316,-55.253
0.25195,33.881,-76.989,-55.106
0.29873,33.217,-76.982,-59.792
0.26063,32.86,-81.323,-59.926
0.20477,33.324,-85.717,-59.701
0.14792,27.452,-76.942,-57.351
0.09528,27.425,-81.227,-57.364
0.05324,27.438,-85.529,-57.351
0.13841,28.448,-76.958,-60.062
0.083683,28.418,-81.268,-60.068
0.045012,28.491,-85.606,-60.055
0.19674,30.4,-76.97,-62.052
0.1108,30.323,-81.303,-62.049
0.059843,30.507,-85.677,-62.024
0.076092,24.717,-76.883,-58.389
0.043602,24.701,-81.145,-58.409
0.020385,24.694,-85.409,-58.409
0.065383,26.008,-76.911,-61.62
0.036286,26,-81.198,-61.636
0.085814,28.902,-76.95,-64.564
0.047082,28.861,-81.261,-64.561
0.022738,29.026,-85.598,-64.554
0.058538,48.942,-78.305,-110.09
0.026592,45.786,-86.692,-98.916
0.030239,43.437,-78.126,-105.93
0.14258,45.5,-77.913,-98.512
0.19961,48.102,-82.345,-98.807
0.042162,44.662,-82.274,-99.109
0.035493,42.448,-78.007,-102.51
0.040774,46.061,-78.175,-107.81
0.19726,61.996,-78.911,-122.05
0.23441,61.47,-83.464,-122.62
0.17852,61.946,-88.302,-122.56
0.046564,52.405,-78.542,-118.71
0.11763,55.585,-78.689,-120.09
0.054848,55.408,-83.125,-120.42
0.022816,55.389,-87.575,-120.51
0.091822,56.284,-87.613,-117.32
0.13953,55.545,-87.619,-110.9
0.12546,56.125,-83.171,-117.48
0.19306,56.607,-78.736,-116.87
0.20067,60.96,-83.475,-111.73
0.15502,54.51,-83.051,-111.58
0.20087,55.689,-78.603,-110.3
0.23114,59.32,-78.842,-119.51
0.17998,58.8,-83.374,-120.12
0.12084,59.161,-88.1,-119.9
0.059829,55.388,-78.636,-123.62
0.026061,55.261,-83.059,-123.86
0.21336,58.876,-78.79,-123.22
0.11006,58.683,-83.325,-123.52
0.050486,58.93,-88.16,-123.63
0.03986,56.021,-78.594,-127.28
0.19745,60.403,-78.792,-126.28
0.11747,60.227,-83.271,-126.55
0.048628,60.29,-87.869,-126.83
0.12638,74.357,-78.968,-147.19
0.1703,73.886,-83.523,-147.94
0.22582,74.504,-88.305,-148.37
0.058886,64.954,-78.817,-144.94
0.18468,68.032,-78.912,-145.88
0.085378,67.909,-83.525,-146.18
0.024621,67.977,-88.69,-145.84
0.098829,68.878,-88.647,-143.07
0.1441,72.99,-89.001,-135.96
0.14112,68.693,-88.442,-140.01
0.15861,68.561,-83.56,-143.46
0.1883,68.916,-78.99,-142.83
0.13491,71.315,-79.069,-135.08
0.13833,74.107,-83.675,-135.66
0.14788,70.638,-83.754,-135.85
0.17791,67.68,-83.553,-139.93
0.1835,67.977,-79,-139.23
0.16998,71.572,-78.999,-144.85
0.21937,71.16,-83.626,-145.55
0.16121,71.76,-88.681,-145.54
0.12342,67.945,-78.769,-149.21
0.036701,67.805,-83.267,-149.46
0.19182,71.386,-78.879,-148.62
0.19606,71.206,-83.449,-149.01
0.093854,71.496,-88.271,-149.3
0.090323,68.644,-78.63,-152.7
0.023294,68.469,-83.031,-152.94
0.17696,73.038,-78.795,-151.57
0.17491,72.833,-83.264,-151.95
0.10704,72.853,-87.819,-152.4
0.069678,87.567,-78.259,-172.39
0.074931,87.068,-82.684,-172.89
0.084407,87.54,-87.314,-173.02
0.15499,78.01,-78.341,-170.03
0.09814,77.853,-82.797,-170.2
0.022319,77.669,-87.535,-169.92
0.14807,81.119,-78.375,-171.01
0.18518,80.957,-82.949,-171.23
0.13278,81.002,-88.123,-170.83
0.15015,81.855,-88.125,-168.11
0.088177,85.769,-88.549,-161.22
0.13759,81.589,-87.985,-165.11
0.14354,81.61,-83.014,-168.55
0.10926,82.042,-78.479,-168.01
0.085782,84.306,-78.734,-160.26
0.0843,87.007,-83.268,-160.9
0.087308,83.528,-83.364,-161.06
0.14019,80.659,-83.104,-165.06
0.10188,81.035,-78.586,-164.41
0.075759,84.727,-78.424,-170.03
0.087395,84.248,-82.991,-170.6
0.12851,84.792,-88.023,-170.48
0.08527,77.207,-78.145,-173.94
0.020053,77.05,-82.517,-174.06
0.16947,80.959,-78.207,-174.28
0.17013,80.815,-82.652,-174.44
0.087382,80.774,-87.173,-174.44
0.075735,84.481,-78.245,-173.74
0.091773,84.287,-82.726,-173.97
0.14151,84.57,-87.465,-174.1
0.030755,77.257,-77.96,-177.76
0.16737,81.473,-78.013,-177.73
0.13615,81.327,-82.343,-177.86
0.062621,81.178,-86.666,-177.97
0.070379,86.068,-78.045,-176.7
0.085574,85.893,-82.374,-176.84
0.12167,85.843,-86.76,-176.99
0.044075,94.948,-77.811,-178.86
0.040206,94.847,-82.269,-178.95
0.041616,94.692,-87.187,-178.4
0.044418,91.014,-77.779,-180.93
0.048236,90.862,-82.101,-180.96
0.0553,90.656,-86.554,-180.76
0.038761,94.472,-77.708,-182.18
0.036139,94.394,-82.151,-182.15
0.035234,94.256,-87.022,-181.59
0.053275,90.178,-77.61,-185.45
0.05973,90.083,-81.888,-185.48
0.07651,89.955,-86.167,-185.52
0.03021,94.155,-77.535,-185.87
0.030085,94.09,-81.851,-185.86
0.031563,93.995,-86.204,-185.77
0.062321,89.937,-77.47,-189.58
0.071668,89.865,-81.702,-189.62
0.099067,89.771,-85.922,-189.68
0.029827,93.994,-77.377,-189.81
0.030743,93.945,-81.611,-189.82
0.032943,93.88,-85.836,-189.83
0.18314,36.368,-64.641,-86.317
0.0825,35.953,-68.887,-86.681
0.054838,36.518,-73.14,-86.543
0.037009,30.477,-64.593,-84.959
0.021082,30.438,-68.852,-85.144
0.029795,31.578,-73.083,-82.384
0.21083,34.911,-72.932,-75.897
0.039175,31.062,-72.991,-79.097
0.044068,31.133,-68.832,-82.551
0.10411,31.436,-64.586,-82.19
0.29867,34.747,-64.421,-75.742
0.31117,37.241,-68.69,-76.236
0.23939,33.868,-68.674,-76.04
0.056451,30.571,-68.745,-79.274
0.12815,30.922,-64.502,-78.915
0.13991,33.843,-64.592,-84.147
0.058898,33.458,-68.851,-84.518
0.041214,33.993,-73.117,-84.354
0.021579,30.282,-64.602,-88.047
0.070001,33.548,-64.615,-87.561
0.038153,33.449,-68.873,-87.741
0.023063,33.682,-73.145,-87.786
0.072139,35.008,-64.669,-90.291
0.041338,34.938,-68.917,-90.461
0.024599,35.131,-73.178,-90.533
0.24257,32.714,-64.137,-62.822
0.28641,32.339,-68.41,-62.994
0.30707,32.795,-72.694,-62.94
0.22768,30.163,-64.187,-56.436
0.2738,30.106,-68.441,-56.541
0.34106,30.197,-72.705,-56.557
0.23358,30.779,-64.161,-58.505
0.28087,30.694,-68.427,-58.618
0.34075,30.828,-72.706,-58.626
0.24455,33.288,-72.706,-57.504
0.14993,36.309,-72.762,-52.507
0.21591,33.852,-72.73,-55.093
0.22124,32.878,-68.435,-57.639
0.18589,33.235,-64.177,-57.402
0.088261,36.272,-64.207,-52.421
0.095735,37.727,-68.48,-53.03
0.13123,35.528,-68.476,-52.577
0.19514,33.387,-68.454,-55.218
0.1595,33.809,-64.191,-54.996
0.20393,33.104,-64.143,-59.666
0.24239,32.726,-68.419,-59.875
0.28059,33.17,-72.707,-59.774
0.33245,27.413,-64.165,-57.177
0.34632,27.397,-68.419,-57.258
0.24098,27.44,-72.681,-57.315
0.33228,28.373,-64.141,-59.887
0.33663,28.34,-68.41,-59.963
0.2307,28.419,-72.688,-60.026
0.28975,30.287,-64.125,-61.886
0.33693,30.188,-68.406,-61.956
0.30096,30.353,-72.698,-62.019
0.25427,24.692,-64.134,-58.196
0.16185,24.689,-68.381,-58.28
0.1146,24.711,-72.633,-58.346
0.2542,25.942,-64.117,-61.427
0.15582,25.932,-68.378,-61.51
0.10304,25.983,-72.646,-61.578
0.31352,28.779,-64.122,-64.379
0.24745,28.713,-68.392,-64.448
0.14331,28.851,-72.67,-64.524
0.24297,48.958,-65.338,-109.63
0.16195,48.559,-69.65,-110.08
0.092263,48.953,-73.994,-109.91
0.050407,42.694,-65.198,-108.52
0.028127,42.608,-69.501,-108.74
0.043486,43.428,-73.834,-105.77
0.19819,45.423,-73.679,-98.343
0.049985,42.411,-73.723,-102.36
0.067295,43.092,-69.51,-105.95
0.1169,43.416,-65.212,-105.49
0.26565,45.333,-65.067,-98.055
0.26963,47.831,-69.422,-98.265
0.21494,44.431,-69.355,-98.617
0.074207,41.995,-69.407,-102.56
0.13153,42.366,-65.118,-102.08
0.17168,46.053,-65.244,-107.36
0.094141,45.646,-69.56,-107.83
0.063356,46.058,-73.907,-107.64
0.029518,42.692,-65.19,-111.78
0.10561,46.059,-65.256,-111.11
0.060198,45.918,-69.566,-111.32
0.035053,46.037,-73.897,-111.39
0.12718,47.772,-65.328,-114.03
0.078788,47.695,-69.63,-114.21
0.038531,47.731,-73.95,-114.31
0.15684,61.962,-65.649,-121.68
0.15877,61.513,-70.043,-122.14
0.16408,62.005,-74.496,-121.89
0.20376,52.499,-65.504,-118.27
0.15343,52.43,-69.835,-118.46
0.086739,52.456,-74.186,-118.54
0.22875,55.654,-65.569,-119.67
0.24792,55.555,-69.938,-119.91
0.20752,55.628,-74.337,-119.92
0.22698,56.655,-74.362,-116.71
0.21789,55.707,-74.255,-110.11
0.21766,56.299,-69.95,-116.98
0.18968,56.669,-65.584,-116.48
0.17431,61.082,-70.026,-111.08
0.21198,54.594,-69.84,-111.02
0.18902,55.686,-65.483,-109.87
0.16054,59.353,-65.621,-119.13
0.17427,58.936,-70.021,-119.64
0.2086,59.358,-74.474,-119.35
0.11031,51.805,-65.466,-122.84
0.062169,51.762,-69.793,-122.99
0.033638,51.748,-74.132,-123.11
0.24706,55.457,-65.543,-123.18
0.20936,55.399,-69.899,-123.35
0.12365,55.43,-74.278,-123.45
0.16006,58.885,-65.598,-122.8
0.19756,58.743,-69.983,-123.01
0.23691,58.895,-74.406,-123.06
0.060593,52.021,-65.436,-126.93
0.034389,51.984,-69.754,-127.06
0.22552,56.104,-65.526,-126.84
0.16153,56.063,-69.87,-126.99
0.081186,56.071,-74.234,-127.11
0.15775,60.382,-65.605,-125.86
0.19665,60.261,-69.976,-126.04
0.22212,60.408,-74.382,-126.11
0.12291,74.26,-65.673,-146.58
0.11928,73.809,-70.075,-147.02
0.11784,74.332,-74.533,-146.9
0.20755,65.024,-65.641,-144.49
0.19335,64.983,-70.007,-144.67
0.13019,64.993,-74.403,-144.76
0.14694,68.047,-65.66,-145.37
0.1879,67.961,-70.051,-145.59
0.22319,68.047,-74.483,-145.67
0.18182,68.896,-74.551,-142.59
0.13512,71.168,-74.63,-134.84
0.17332,67.916,-74.559,-139
0.15766,68.513,-70.102,-142.75
0.13367,68.846,-65.705,-142.31
0.14331,70.988,-65.708,-134.6
0.15298,73.627,-70.163,-134.88
0.13333,70.069,-70.145,-135.1
0.14664,67.447,-70.104,-139.18
0.1303,67.827,-65.704,-138.73
0.12444,71.477,-65.687,-144.27
0.12665,71.064,-70.102,-144.72
0.13324,71.544,-74.574,-144.58
0.18409,64.384,-65.554,-148.48
0.10436,64.337,-69.896,-148.62
0.043611,64.305,-74.259,-148.75
0.17219,68.036,-65.599,-148.71
0.21476,67.976,-69.966,-148.88
0.20571,67.998,-74.365,-149.01
0.11618,71.382,-65.636,-148.05
0.12288,71.233,-70.027,-148.27
0.1414,71.398,-74.461,-148.38
0.11537,64.653,-65.478,-152.36
0.049703,64.598,-69.799,-152.49
0.020428,64.534,-74.134,-152.63
0.18589,68.802,-65.54,-152.2
0.20959,68.746,-69.886,-152.35
0.16613,68.728,-74.255,-152.5
0.11288,73.078,-65.603,-150.99
0.11825,72.947,-69.972,-151.19
0.13803,73.07,-74.377,-151.32
0.076248,87.689,-65.21,-172.19
0.07016,87.241,-69.541,-172.48
0.068874,87.629,-73.917,-172.27
0.10181,78.219,-65.294,-169.75
0.13059,78.138,-69.613,-169.87
0.16914,78.098,-73.966,-169.91
0.094322,81.294,-65.279,-170.74
0.10269,81.164,-69.617,-170.88
0.1149,81.192,-73.997,-170.89
0.093467,82.1,-74.093,-167.86
0.089796,84.248,-74.348,-160.02
0.089884,81.048,-74.193,-164.23
0.089617,81.778,-69.685,-168.08
0.087237,82.183,-65.333,-167.73
0.09661,84.239,-65.473,-159.8
0.094821,86.872,-69.89,-160.11
0.09278,83.219,-69.883,-160.27
0.088071,80.636,-69.769,-164.44
0.087652,81.092,-65.404,-164.05
0.073143,84.844,-65.285,-169.77
0.069642,84.365,-69.647,-170.12
0.070721,84.777,-74.067,-169.89
0.13998,77.446,-65.206,-173.68
0.17551,77.374,-69.499,-173.77
0.1582,77.312,-73.815,-173.84
0.096746,81.156,-65.212,-174.03
0.10533,81.071,-69.521,-174.13
0.12965,81.046,-73.859,-174.18
0.064561,84.633,-65.215,-173.51
0.06523,84.465,-69.541,-173.62
0.068368,84.551,-73.899,-173.63
0.16635,77.507,-65.12,-177.51
0.15875,77.443,-69.388,-177.59
0.097274,77.367,-73.671,-177.66
0.097363,81.688,-65.13,-177.5
0.10792,81.626,-69.41,-177.58
0.14392,81.571,-73.708,-177.64
0.060179,86.246,-65.129,-176.52
0.060482,86.16,-69.416,-176.58
0.063148,86.156,-73.723,-176.61
0.029681,83.54,-64.656,-207.04
0.13097,85.705,-64.675,-204.76
0.09603,85.692,-68.861,-204.78
0.040288,85.651,-73.05,-204.83
0.024071,82.574,-64.677,-204.45
0.021687,84.325,-64.618,-210.34
0.055871,95.035,-64.893,-178.92
0.053314,95.005,-69.157,-179.03
0.049352,94.994,-73.459,-178.88
0.04666,91.152,-64.944,-180.89
0.045084,91.105,-69.201,-180.91
0.043385,91.085,-73.479,-180.91
0.049038,94.552,-64.848,-182.22
0.046025,94.532,-69.099,-182.26
0.042275,94.512,-73.382,-182.2
0.021692,98.2,-64.767,-181.45
0.045656,90.299,-64.867,-185.39
0.046577,90.269,-69.101,-185.41
0.048938,90.235,-73.349,-185.42
0.034966,94.228,-64.791,-185.87
0.033173,94.208,-69.018,-185.88
0.031477,94.19,-73.264,-185.87
0.051897,90.048,-64.804,-189.5
0.054462,90.022,-69.019,-189.52
0.057944,89.987,-73.241,-189.55
0.030887,94.062,-64.736,-189.78
0.030099,94.046,-68.941,-189.79
0.029687,94.025,-73.154,-189.8
0.3045,36.296,-51.991,-85.838
0.31118,35.828,-56.212,-86.258
0.25902,36.324,-60.446,-86.173
0.065869,27.558,-51.892,-83.497
0.044047,27.532,-56.117,-83.718
0.028093,27.583,-60.349,-83.829
0.12472,30.414,-51.913,-84.489
0.083558,30.328,-56.147,-84.739
0.05661,30.441,-60.39,-84.822
0.15039,31.396,-60.384,-82.055
0.31905,34.7,-60.251,-75.618
0.18049,30.881,-60.292,-78.785
0.16953,31.012,-56.154,-82.155
0.21926,31.364,-51.935,-81.726
0.2531,34.651,-51.771,-75.305
0.25235,37.076,-56.048,-75.881
0.28841,33.726,-56.001,-75.675
0.21117,30.449,-56.064,-78.89
0.25704,30.844,-51.845,-78.459
0.27403,33.768,-51.94,-83.674
0.23223,33.331,-56.172,-84.109
0.19676,33.799,-60.416,-84.007
0.031365,26.698,-51.87,-87.19
0.077485,30.229,-51.9,-87.571
0.053761,30.186,-56.135,-87.781
0.035677,30.25,-60.379,-87.908
0.20726,33.484,-51.934,-87.082
0.14674,33.336,-56.169,-87.32
0.10713,33.509,-60.413,-87.419
0.060072,30.824,-51.922,-90.836
0.040861,30.799,-56.157,-91.03
0.026124,30.84,-60.399,-91.173
0.21436,34.953,-51.982,-89.809
0.16263,34.836,-56.206,-90.03
0.10855,34.972,-60.442,-90.146
0.18137,32.641,-51.358,-62.447
0.19981,32.251,-55.624,-62.693
0.20827,32.683,-59.892,-62.719
0.16741,30.117,-51.455,-56.07
0.18517,30.059,-55.699,-56.25
0.20299,30.147,-59.944,-56.338
0.17543,30.724,-51.404,-58.136
0.19178,30.634,-55.661,-58.324
0.20814,30.759,-59.92,-58.405
0.16544,33.214,-59.93,-57.308
0.066865,36.258,-60.008,-52.337
0.14121,33.792,-59.971,-54.905
0.15609,32.815,-55.678,-57.362
0.13031,33.179,-51.43,-57.05
0.034942,36.233,-51.481,-52.109
0.03914,37.675,-55.733,-52.798
0.059529,35.485,-55.743,-52.329
0.13058,33.336,-55.714,-54.95
0.1011,33.762,-51.46,-54.656
0.14855,33.04,-51.371,-59.306
0.17303,32.651,-55.639,-59.589
0.18158,33.079,-59.908,-59.569
0.21119,27.373,-51.435,-56.795
0.2296,27.358,-55.68,-56.948
0.26283,27.4,-59.926,-57.074
0.21863,28.32,-51.379,-59.501
0.23586,28.283,-55.639,-59.65
0.26917,28.354,-59.9,-59.782
0.21078,30.222,-51.341,-61.503
0.22702,30.114,-55.615,-61.647
0.24792,30.261,-59.888,-61.782
0.28472,24.661,-51.411,-57.799
0.34056,24.659,-55.652,-57.955
0.34258,24.682,-59.895,-58.088
0.2903,25.894,-51.36,-61.024
0.34194,25.88,-55.615,-61.181
0.33801,25.925,-59.871,-61.317
0.25917,28.711,-51.343,-63.979
0.29807,28.634,-55.607,-64.122
0.32526,28.752,-59.87,-64.269
0.20188,48.974,-52.518,-109.24
0.25597,48.568,-56.787,-109.68
0.27596,48.958,-61.081,-109.5
0.078845,39.732,-52.366,-107.27
0.050277,39.692,-56.621,-107.47
0.032443,39.707,-60.887,-107.57
0.17737,42.723,-52.404,-108.1
0.11636,42.631,-56.674,-108.33
0.076597,42.7,-60.957,-108.38
0.15906,43.417,-60.971,-105.35
0.27161,45.313,-60.886,-97.904
0.18545,42.357,-60.885,-101.94
0.19819,43.099,-56.69,-105.54
0.23509,43.439,-52.431,-105.07
0.21593,45.319,-52.351,-97.606
0.22151,47.772,-56.675,-97.824
0.24154,44.376,-56.598,-98.177
0.22111,41.973,-56.611,-102.13
0.24919,42.37,-52.359,-101.64
0.2688,46.072,-52.45,-106.94
0.27636,45.653,-56.726,-107.41
0.23969,46.052,-61.028,-107.21
0.03655,39.105,-52.334,-111.14
0.023128,39.078,-56.591,-111.3
0.10675,42.725,-52.388,-111.36
0.072154,42.674,-56.655,-111.54
0.048073,42.703,-60.932,-111.64
0.27549,46.08,-52.443,-110.7
0.22574,45.937,-56.718,-110.91
0.16035,46.063,-61.009,-110.97
0.020507,39.273,-52.326,-114.91
0.078299,43.363,-52.396,-114.79
0.053905,43.335,-56.66,-114.95
0.034633,43.34,-60.933,-115.06
0.24636,47.797,-52.494,-113.64
0.21267,47.726,-56.76,-113.82
0.17017,47.781,-61.038,-113.9
0.16223,61.913,-52.686,-121.39
0.15947,61.455,-57.006,-121.83
0.15878,61.941,-61.353,-121.57
0.19521,52.518,-52.615,-117.92
0.23133,52.458,-56.898,-118.1
0.23139,52.506,-61.198,-118.15
0.16905,55.655,-52.644,-119.34
0.17776,55.561,-56.956,-119.57
0.1967,55.653,-61.288,-119.55
0.17682,56.667,-61.294,-116.37
0.17389,55.682,-61.227,-109.75
0.1715,56.301,-56.967,-116.66
0.16499,56.67,-52.665,-116.17
0.15672,61.056,-57.007,-110.78
0.17071,54.589,-56.906,-110.66
0.16144,55.692,-52.618,-109.54
0.15679,59.332,-52.672,-118.84
0.15811,58.914,-57.001,-119.32
0.1586,59.343,-61.358,-119.03
0.24396,51.823,-52.58,-122.48
0.23201,51.798,-56.867,-122.62
0.17831,51.815,-61.167,-122.72
0.16773,55.451,-52.621,-122.84
0.18879,55.403,-56.925,-122.99
0.22567,55.456,-61.247,-123.06
0.15013,58.853,-52.649,-122.48
0.15053,58.71,-56.97,-122.67
0.15192,58.872,-61.312,-122.69
0.21931,52.042,-52.558,-126.57
0.16482,52.03,-56.841,-126.69
0.10228,52.035,-61.136,-126.8
0.17577,56.094,-52.608,-126.5
0.20858,56.068,-56.904,-126.62
0.2343,56.103,-61.216,-126.72
0.14806,60.335,-52.653,-125.54
0.14726,60.212,-56.96,-125.69
0.15013,60.363,-61.288,-125.74
0.13349,74.196,-52.677,-146.27
0.12791,73.739,-57.004,-146.66
0.12557,74.237,-61.356,-146.46
0.13171,65.017,-52.687,-144.19
0.14045,64.995,-56.991,-144.33
0.1707,65.027,-61.313,-144.38
0.12426,68.02,-52.684,-145.07
0.12705,67.944,-57.006,-145.24
0.13243,68.041,-61.348,-145.26
0.12887,68.831,-61.379,-142.2
0.14727,70.947,-61.421,-134.49
0.12834,67.804,-61.38,-138.62
0.12721,68.466,-57.033,-142.41
0.12918,68.8,-52.711,-142.02
0.15126,70.888,-52.7,-134.32
0.15543,73.45,-57.062,-134.58
0.14507,69.935,-57.05,-134.78
0.12815,67.373,-57.031,-138.85
0.13116,67.765,-52.706,-138.44
0.13052,71.416,-52.687,-143.97
0.12697,70.999,-57.025,-144.37
0.12646,71.455,-61.389,-144.16
0.16194,64.402,-52.641,-148.17
0.19058,64.388,-56.934,-148.28
0.21016,64.4,-61.242,-148.36
0.12448,68.026,-52.653,-148.39
0.12866,67.988,-56.961,-148.52
0.13782,68.039,-61.287,-148.59
0.1155,71.341,-52.66,-147.74
0.11425,71.199,-56.984,-147.9
0.11408,71.37,-61.329,-147.93
0.19338,64.693,-52.602,-152.05
0.20511,64.683,-56.883,-152.15
0.18017,64.68,-61.177,-152.24
0.12367,68.813,-52.623,-151.88
0.12958,68.789,-56.917,-151.99
0.14698,68.815,-61.227,-152.08
0.11292,73.05,-52.646,-150.67
0.1109,72.933,-56.952,-150.81
0.11121,73.073,-61.278,-150.87
0.086059,87.728,-52.397,-172.12
0.079638,87.3,-56.667,-172.39
0.078204,87.711,-60.956,-172.17
0.090109,78.296,-52.475,-169.59
0.091472,78.255,-56.736,-169.69
0.094322,78.258,-61.014,-169.69
0.087865,81.357,-52.45,-170.61
0.088743,81.261,-56.726,-170.73
0.090339,81.327,-61.021,-170.69
0.085809,82.215,-61.065,-167.68
0.10107,84.25,-61.227,-159.72
0.087729,81.113,-61.129,-163.99
0.085709,81.87,-56.76,-167.93
0.089092,82.247,-52.476,-167.6
0.10429,84.259,-52.535,-159.6
0.10349,86.896,-56.866,-159.9
